chr	start	end	target	0	strand
chr17	78118112	78119476		0	+
chr17	78484869	78503056		0	+
chr17	78532644	78546670		0	+
chr17	78985913	78994113		0	+
chr17	80047448	80071544		0	-
chr17	80335569	80415411		0	-
chr17	81491839	81511500		0	+
chr18	2688641	2690761		0	+
chr18	2763880	2769807		0	+
chr18	2947843	2962493		0	+
chr18	6941875	6947628		0	-
chr18	6961570	6974067		0	+
chr18	9057768	9137433		0	-
chr18	10704297	10711483		0	+
chr18	10794960	10827899		0	+
chr18	21360750	21451060		0	-
chr18	21514734	21528320		0	-
chr18	21739950	21768670		0	+
chr18	21777843	21785235		0	+
chr18	22103840	22172110		0	-
chr18	22172243	22176915		0	-
chr18	23859634	23872918		0	-
chr18	31101355	31178693		0	+
chr18	31327079	31427423		0	-
chr18	31540305	31556948		0	-
chr18	33700873	33743022		0	-
chr18	36156578	36160575		0	+
chr18	36170378	36174616		0	+
chr18	36217857	36241132		0	-
chr18	36775853	36779498		0	-
chr18	37273612	37276752		0	+
chr18	45062570	45063791		0	-
chr18	45417470	45782836		0	-
chr18	46524090	46529161		0	+
chr18	46594422	46609437		0	+
chr18	46656973	46662333		0	+
chr18	49016027	49048959		0	+
chr18	49115998	49126479		0	+
chr18	49286497	49359872		0	-
chr18	49953652	49960795		0	+
chr18	53299824	53326184		0	-
chr18	53388220	53391834		0	-
chr18	53480646	53899266		0	-
chr18	55452365	55483036		0	+
chr18	55589903	55840121		0	+
chr18	57579498	57584089		0	+
chr18	57630302	57739058		0	+
chr18	58671923	58780619		0	-
chr18	59435776	59465682		0	+
chr18	60329190	60540237		0	+
chr18	74287545	74300833		0	-
chr19	1061487	1092886		0	+
chr19	1385158	1389665		0	-
chr19	2249456	2250403		0	-
chr19	3119255	3122286		0	-
chr19	3480691	3491785		0	+
chr19	3505210	3543382		0	-
chr19	3912479	3914292		0	-
chr19	4154906	4173052		0	-
chr19	4544508	4545858		0	+
chr19	5678927	5680495		0	-
chr19	5691558	5695744		0	-
chr19	6494320	6495489		0	+
chr19	6678109	6689298		0	+
chr19	6692691	6694538		0	+
chr19	7514117	7524980		0	-
chr19	7629824	7631624		0	+
chr19	7643079	7644447		0	-
chr19	8585607	8586408		0	-
chr19	8601095	8604368		0	+
chr19	10133348	10136138		0	-
chr19	10135739	10136953		0	+
chr19	10144660	10151810		0	+
chr19	10350537	10374061		0	-
chr19	10368063	10380572		0	-
chr19	10774506	10807322		0	+
chr19	11011985	11018814		0	-
chr19	11034907	11041393		0	-
chr19	11197621	11221842		0	+
chr19	11420608	11436553		0	+
chr19	11559333	11575559		0	+
chr19	13088489	13098785		0	+
chr19	13162861	13224706		0	+
chr19	13212256	13216195		0	+
chr19	13306852	13328582		0	+
chr19	14136652	14194463		0	+
chr19	14939434	16646132		0	+
chr19	17339311	17341526		0	-
chr19	17536233	17582239		0	-
chr19	17565370	17583159		0	+
chr19	18059300	18062258		0	-
chr19	18160533	18161325		0	-
chr19	18893008	18910224		0	-
chr19	29703700	29715050		0	-
chr19	33299934	33301592		0	-
chr19	35280457	35293520		0	-
chr19	35540363	35546029		0	-
chr19	35648267	35658778		0	+
chr19	38290117	38292448		0	-
chr19	38495453	38497190		0	-
chr19	38919799	38926299		0	-
chr19	39480858	39486495		0	+
chr19	39489573	39503851		0	-
chr19	40397468	40399317		0	+
chr19	40570905	40576756		0	-
chr19	40605597	40610254		0	-
chr19	41397818	41400365		0	+
chr19	41337313	41501223		0	-
chr19	41860255	41869087		0	+
chr19	42271077	42280900		0	-
chr19	42396623	42652869		0	+
chr19	43747973	43754970		0	-
chr19	44608568	44739637		0	-
chr19	45391883	45393253		0	-
chr19	45767796	45776140		0	+
chr19	46607766	46614347		0	-
chr19	46751756	46755467		0	-
chr19	47837668	47839352		0	-
chr19	48412854	48415019		0	-
chr19	48701212	48707877		0	+
chr19	48785029	48813330		0	+
chr19	48963975	48965404		0	+
chr19	48965324	48965772		0	-
chr19	49712240	49713488		0	-
chr19	49835868	49836527		0	+
chr19	50316011	50322891		0	+
chr19	50480119	50483351		0	-
chr19	50480614	50509897		0	+
chr19	50666724	50685368		0	+
chr19	50788407	50793298		0	-
chr19	51357096	51366353		0	-
chr19	52554351	52598887		0	-
chr19	54117238	54121853		0	-
chr19	54127106	54137023		0	-
chr19	55005426	55048177		0	+
chr19	55158803	55178716		0	+
chr19	55661901	55676045		0	-
chr20	2397636	2400340		0	-
chr20	2664006	2670936		0	+
chr20	3081169	3088983		0	+
chr20	3212253	3221570		0	-
chr20	3868560	3889185		0	-
chr20	3922257	3923270		0	-
chr20	4649208	4740668		0	-
chr20	6054769	6289857		0	+
chr20	8623663	8679702		0	-
chr20	10006381	10395050		0	-
chr20	10672695	11029455		0	+
chr20	13037700	13170515		0	-
chr20	13785392	13787138		0	+
chr20	18532015	18536403		0	-
chr20	19968618	20000702		0	-
chr20	21142404	21218289		0	-
chr20	23397569	23409329		0	+
chr20	32802610	32808018		0	-
chr20	34560782	34564490		0	+
chr20	35470310	35491254		0	-
chr20	36903905	36905973		0	-
chr20	36925947	36943061		0	-
chr20	42350277	42361997		0	+
chr20	44151655	44182712		0	+
chr20	44302840	44311835		0	-
chr20	44346514	44355780		0	-
chr20	44384155	44466867		0	-
chr20	45230728	45290352		0	+
chr20	46008471	46011288		0	-
chr20	46364525	46398134		0	+
chr20	48897584	48922631		0	-
chr20	49311150	49439127		0	+
chr20	50903940	50931422		0	-
chr20	54167776	54199918		0	+
chr20	58817004	58850906		0	-
chr20	59873856	59886811		0	-
chr20	62064492	62070377		0	+
chr20	62238524	62260790		0	+
chr20	62331638	62333706		0	-
chr20	63420010	63424565		0	+
chr21	18372193	18397947		0	-
chr21	25560399	26043732		0	+
chr21	32306320	32309465		0	-
chr21	32670306	32678750		0	-
chr21	32728032	32747065		0	+
chr21	33137371	33246860		0	+
chr21	33249210	33266077		0	+
chr21	33247278	33266361		0	-
chr21	33285103	33292475		0	-
chr21	33323469	33325409		0	-
chr21	33552574	33553215		0	-
chr21	33915534	34051948		0	+
chr21	34835270	34885517		0	+
chr21	34856432	34867226		0	+
chr21	36429802	36532436		0	+
chr21	36751274	36759800		0	-
chr21	37478890	37490168		0	-
chr21	42371911	42376235		0	-
chr21	42389284	42395411		0	+
chr21	43040219	43113335		0	+
chr21	43169439	43172054		0	-
chr21	43773957	43774761		0	-
chr21	44331236	44332397		0	+
chr21	44506044	44516597		0	+
chr21	45403620	45410066		0	-
chr21	45984362	45986677		0	-
chr21	45981633	46004541		0	-
chr21	46108914	46111592		0	-
chr21	46125939	46126228		0	-
chr21	46229196	46259390		0	+
chr21	46251515	46254133		0	-
chr21	46332235	46335919		0	-
chr22	18075674	18078489		0	-
chr22	19175729	19177294		0	-
chr22	19962638	19968853		0	+
chr22	21743464	21770900		0	+
chr22	21763984	21772742		0	-
chr22	25950420	25970773		0	-
chr22	25988639	26045064		0	-
chr22	26590225	26611529		0	+
chr22	26624701	26625784		0	-
chr22	29359966	29434513		0	+
chr22	29436534	29481113		0	-
chr22	29644769	29655472		0	-
chr22	30922308	30932449		0	+
chr22	31819215	31830501		0	-
chr22	31952988	32121752		0	-
chr22	33277383	33291654		0	+
chr22	36280981	36294241		0	+
chr22	36703876	36769022		0	+
chr22	36847372	36870654		0	-
chr22	37729381	37735015		0	-
chr22	37972153	38026755		0	+
chr22	38113538	38114543		0	-
chr22	38119720	38126755		0	-
chr22	38130216	38218575		0	+
chr22	39241181	39247548		0	+
chr22	39242188	39279940		0	+
chr22	40260185	40277067		0	-
chr22	40918861	40932798		0	+
chr22	41169190	41197510		0	-
chr22	41729191	41750710		0	-
chr22	41793832	41800556		0	-
chr22	42079700	42139726		0	+
chr22	49908027	49910088		0	-
chr22	50466196	50483879		0	-
chrX	1282686	1289105		0	+
chrX	2931245	2934988		0	+
chrX	2952374	2953228		0	-
chrX	7252416	7259409		0	-
chrX	9729357	9741053		0	+
chrX	11768313	11775750		0	+
chrX	13711819	13718067		0	-
chrX	14859208	14862434		0	-
chrX	15298417	15377412		0	+
chrX	17625691	17737080		0	-
chrX	18608382	18610518		0	-
chrX	18647189	18650541		0	-
chrX	18844834	18894975		0	+
chrX	18984194	19084463		0	+
chrX	21432637	21504453		0	+
chrX	22038341	22052105		0	+
chrX	22104689	22134830		0	-
chrX	22162689	23333707		0	-
chrX	25008047	25012732		0	+
chrX	29693086	30027690		0	-
chrX	30653451	30666126		0	+
chrX	31092108	31266393		0	+
chrX	31677621	31681880		0	+
chrX	32568290	32575076		0	+
chrX	38369583	38431500		0	-
chrX	41266098	41335163		0	-
chrX	41338412	41348022		0	-
chrX	41621326	41658827		0	+
chrX	41633526	41638443		0	+
chrX	43949732	43971712		0	+
chrX	45082398	45110249		0	+
chrX	48689020	48691380		0	+
chrX	49191407	49204191		0	+
chrX	49226353	49227052		0	-
chrX	53266536	53284770		0	+
chrX	53432722	53434348		0	-
chrX	54446323	54448634		0	+
chrX	54809729	54809991		0	-
chrX	56563622	56568932		0	+
chrX	63783670	63789445		0	+
chrX	67442778	67545729		0	-
chrX	68042358	68061328		0	-
chrX	70452756	70456291		0	-
chrX	72605591	72617413		0	-
chrX	72688905	72712442		0	+
chrX	83509248	83512128		0	-
chrX	101354178	101355630		0	+
chrX	102659983	103020710		0	+
chrX	103629257	103630217		0	+
chrX	103766869	103832257		0	-
chrX	107857364	107936321		0	-
chrX	108674711	108677517		0	-
chrX	110309150	110317756		0	-
chrX	114886983	114980312		0	-
chrX	119580335	119583417		0	+
chrX	119927575	119934435		0	-
chrX	120436494	120497904		0	-
chrX	120612392	120630088		0	-
chrX	121014216	121078680		0	+
chrX	122872202	123514542		0	-
chrX	123732646	123736047		0	+
chrX	123904265	123907017		0	-
chrX	124243017	124389830		0	+
chrX	126472358	126731850		0	+
chrX	131192421	131408242		0	+
chrX	133434668	133599091		0	+
chrX	134354671	134418402		0	-
chrX	136876382	136878038		0	+
chrX	139362283	139555572		0	-
chrX	149479899	149484558		0	+
chrX	150446002	150499299		0	-
chrX	152138797	152191140		0	+
chrX	153715567	153724397		0	-
chrX	153735626	153766949		0	-
chrX	154348767	154349359		0	+
chrX	154367923	154368412		0	+
chrX	154394000	154398816		0	-
chrX	154835788	154856274		0	-
chrX	154988184	155012342		0	+
chrX	155466540	155611616		0	+
chr9	133654133	133657415		0	-
chr1	54874672	54883664		0	+
chr1	57015432	57049271		0	+
chr1	93922405	93997762		0	+
chr1	110672309	110674557		0	+
chr1	155297579	155305545		0	+
chr1	160057212	160080769		0	+
chr1	200617080	200654164		0	+
chr1	201347097	201459441		0	+
chr1	226042267	226137324		0	+
chr1	12471980	12504521		0	-
chr1	25513224	25596072		0	-
chr1	43348288	43348844		0	-
chr1	109628417	109630305		0	-
chr1	119422198	119473736		0	-
chr1	151554912	151613507		0	-
chr1	153261681	153262045		0	-
chr1	155448626	155488643		0	-
chr1	179550570	179552036		0	-
chr1	226020602	226084847		0	-
chr1	228203503	228213664		0	-
chr1	228238241	228276045		0	-
chr10	74696268	74722727		0	+
chr10	87769963	87802099		0	+
chr10	93700039	93702529		0	+
chr10	94577439	94613903		0	+
chr10	97594299	97606018		0	+
chr10	100675161	100809449		0	+
chr10	102193808	102233420		0	+
chr10	102835393	102837055		0	+
chr10	129855501	129867384		0	+
chr10	13102819	13152030		0	-
chr10	68382264	68530580		0	-
chr10	74976338	75004753		0	-
chr11	6617739	6618019		0	+
chr11	32410186	32416492		0	+
chr11	44254007	44275692		0	+
chr11	45971300	45979827		0	+
chr11	72584564	72588206		0	+
chr11	708564	727047		0	-
chr11	16039854	16095913		0	-
chr11	66514306	66519720		0	-
chr11	73964063	73965032		0	-
chr11	89113483	89288490		0	-
chr11	103252217	103293705		0	-
chr12	8082269	8121795		0	+
chr12	8604485	8626928		0	+
chr12	23738650	23757029		0	+
chr12	37253809	37360609		0	+
chr12	47980657	47982875		0	+
chr12	47996599	47998004		0	+
chr12	52473671	52493428		0	+
chr12	69280043	69354306		0	+
chr12	100455078	100505966		0	+
chr12	45825816	45849646		0	-
chr12	49296589	49297520		0	-
chr12	100511717	100553126		0	-
chr12	123925466	123937455		0	-
chr13	52368032	52425242		0	+
chr13	106491147	106521630		0	+
chr13	31253505	31310677		0	-
chr13	87631713	87741446		0	-
chr13	93818424	93858473		0	-
chr13	100275055	100540274		0	-
chr14	23095071	23105804		0	+
chr14	50174567	50230822		0	+
chr14	61734138	61776260		0	+
chr14	81105677	81109015		0	+
chr14	94378373	94383282		0	+
chr14	36473207	36519538		0	-
chr14	90395132	90405235		0	-
chr14	102036315	102039042		0	-
chr14	104735054	104737974		0	-
chr14	104741144	104741840		0	-
chr14	105152194	105181194		0	-
chr15	61861109	61894164		0	+
chr15	50493028	50547695		0	-
chr15	82533175	82540008		0	-
chr16	164587	173801		0	+
chr16	568837	576257		0	+
chr16	16143753	16164106		0	+
chr16	23412380	23416680		0	+
chr16	153719	177187		0	-
chr16	3651928	3657767		0	-
chr16	28980061	29039079		0	-
chr16	30914035	30975541		0	-
chr16	57661858	57663443		0	-
chr16	69315223	69316075		0	-
chr16	75470984	75481444		0	-
chr16	75541399	75608445		0	-
chr16	86071784	86089528		0	-
chr16	89919827	89923173		0	-
chr17	8079458	8085131		0	+
chr17	10392892	10631637		0	+
chr17	28357647	28362575		0	+
chr17	28739683	28762786		0	+
chr17	42200868	42207523		0	+
chr17	42536510	42562062		0	+
chr17	44146198	44233269		0	+
chr17	44180330	44238605		0	+
chr17	63872545	63919050		0	+
chr17	63959447	63967204		0	+
chr17	67952287	68019973		0	+
chr17	75271386	75274928		0	+
chr17	7850458	7851522		0	-
chr17	28530241	28535223		0	-
chr17	45271108	45286842		0	-
chr17	58724109	58756105		0	-
chr17	67853935	67854767		0	-
chr18	9102731	9254346		0	+
chr18	11829029	11892570		0	+
chr18	12338166	12344320		0	+
chr18	49864124	49864382		0	+
chr18	46515419	46519512		0	-
chr19	7144012	7181913		0	+
chr19	13104874	13105609		0	+
chr19	33301279	33301940		0	+
chr19	37532725	37637167		0	+
chr19	44942243	44949564		0	+
chr19	47469910	47478550		0	+
chr19	49056301	49070578		0	+
chr19	52505171	52569379		0	+
chr19	609940	613238		0	-
chr19	3117145	3119023		0	-
chr19	6461098	6504450		0	-
chr19	35297355	35299852		0	-
chr19	38525613	38528555		0	-
chr19	39314651	39320862		0	-
chr19	49143393	49150356		0	-
chr2	47813821	47814346		0	+
chr2	55870721	55871309		0	+
chr2	96208403	96254237		0	+
chr2	178554561	178558966		0	+
chr2	197655567	197719336		0	+
chr2	215102331	215200801		0	+
chr2	3590796	3616037		0	-
chr2	43758410	43932122		0	-
chr2	188997157	188997727		0	-
chr2	188998431	188998725		0	-
chr2	219425071	219426626		0	-
chr2	219488983	219498703		0	-
chr2	238243949	238301337		0	-
chr2	241693811	241765496		0	-
chr20	4646354	4728462		0	+
chr20	10390161	10411040		0	+
chr20	43609632	43632036		0	+
chr20	32362609	32393526		0	-
chr20	47200490	47294341		0	-
chr21	43386187	43774483		0	+
chr21	46151614	46152647		0	+
chr21	43746123	44010896		0	-
chr21	45492587	45497662		0	-
chr21	46118609	46119075		0	-
chr22	20873720	20892741		0	+
chr22	36335421	36343530		0	+
chr22	23796498	23813213		0	-
chr22	42063216	42065731		0	-
chr22	50622025	50670313		0	-
chr3	33019988	33021577		0	+
chr3	98567697	98649817		0	+
chr3	134545086	134564980		0	+
chr3	134595264	134673081		0	+
chr3	183559054	183657732		0	+
chr3	3127917	3132077		0	-
chr3	7610477	7790482		0	-
chr3	8689163	8745025		0	-
chr3	43669902	43739557		0	-
chr4	26358464	26435291		0	+
chr4	106279498	106296212		0	+
chr4	127933053	127938367		0	+
chr4	3474938	3476390		0	-
chr4	166042026	166045570		0	-
chr4	183706032	183754727		0	-
chr4	186158938	186211769		0	-
chr5	1252006	1255976		0	+
chr5	13820550	13829088		0	+
chr5	78005757	78035660		0	+
chr5	78984745	78986723		0	+
chr5	1193888	1201825		0	-
chr5	14356886	14359285		0	-
chr5	53560416	53560937		0	-
chr5	87351554	87359596		0	-
chr5	90712377	90743428		0	-
chr5	96748620	96754053		0	-
chr5	134863826	134896917		0	-
chr5	149037337	149041714		0	-
chr5	151236414	151272765		0	-
chr5	178952166	179017694		0	-
chr6	7117427	7292582		0	+
chr6	10761715	10776474		0	+
chr6	26060353	26182607		0	+
chr6	35512447	35556394		0	+
chr6	44306943	44308325		0	+
chr6	73590121	73645879		0	+
chr6	79077841	79081388		0	+
chr6	106545887	106572053		0	+
chr6	118466478	118489030		0	+
chr6	10527161	10538427		0	-
chr6	31740262	31740555		0	-
chr6	75877241	75924546		0	-
chr6	75924714	76017878		0	-
chr6	110791222	110887394		0	-
chr6	151368973	151446806		0	-
chr7	70089760	70157418		0	+
chr7	73285961	73424969		0	+
chr7	73703002	73705188		0	+
chr7	100622122	100633005		0	+
chr7	100626794	100627688		0	+
chr7	100633116	100643795		0	+
chr7	100826959	100834954		0	+
chr7	120155841	120373802		0	+
chr7	25106295	25140920		0	-
chr7	39696084	39706186		0	-
chr7	128239216	128294318		0	-
chr8	41660991	41665566		0	+
chr8	56073057	56073259		0	+
chr8	63058012	63115270		0	+
chr8	67205269	67271103		0	+
chr8	93920726	93926068		0	+
chr8	19947955	19948250		0	-
chr8	20196809	20198661		0	-
chr8	95039617	95042209		0	-
chr8	104379378	104419092		0	-
chr9	69022919	69079735		0	+
chr9	78319902	78513392		0	+
chr9	136800366	136829466		0	+
chr9	77176757	77178180		0	-
chr9	114304594	114319184		0	-
chr9	128864829	129016198		0	-
chr9	134770651	134775671		0	-
chrX	12906632	12945500		0	+
chrX	21859777	21881905		0	+
chrX	31564026	31606348		0	+
chrX	22110626	22149147		0	-
chrX	47204140	47218641		0	-
chrX	71143188	71151226		0	-
chrX	71158169	71222494		0	-
chrX	108715473	108739708		0	-
chrX	148866669	148985483		0	-
chrX	154775271	154776276		0	-
chr1	1352692	1358547		0	-
chr1	2408635	2410873		0	-
chr1	6785513	6872010		0	+
chr1	7800861	7827342		0	-
chr1	8656082	8817643		0	-
chr1	10474946	10578427		0	+
chr1	11143703	11149538		0	+
chr1	11803029	11805936		0	-
chr1	16155212	16188290		0	+
chr1	16978926	17005092		0	+
chr1	19210328	19241106		0	+
chr1	20642657	20652193		0	-
chr1	21872630	21874537		0	-
chr1	23020147	23088434		0	-
chr1	25816587	25823606		0	-
chr1	26432338	26438726		0	+
chr1	28914579	29120446		0	+
chr1	29193822	29196372		0	-
chr1	31789130	31791323		0	+
chr1	32986952	33032469		0	+
chr1	34761426	34788097		0	-
chr1	39841031	39883511		0	-
chr1	40312228	40313160		0	-
chr1	43351609	43358784		0	-
chr1	43435708	43437911		0	-
chr1	43447776	43448645		0	-
chr1	43972434	43974814		0	-
chr1	47380715	47437695		0	-
chr1	53210456	53213776		0	-
chr1	56963886	57014701		0	+
chr1	58654740	58669291		0	-
chr1	61382454	61462787		0	+
chr1	67832288	68202988		0	+
chr1	68385474	68484266		0	+
chr1	74341579	74378802		0	-
chr1	77888702	77926811		0	+
chr1	85275867	85448138		0	+
chr1	94179873	94203169		0	-
chr1	97095923	97322956		0	+
chr1	99875165	99877744		0	+
chr1	100462399	100485998		0	-
chr1	100989627	101001443		0	-
chr1	103537429	103545083		0	+
chr1	109628417	109630306		0	-
chr1	110058340	110062555		0	+
chr1	111117914	111140122		0	-
chr1	113812379	113901238		0	+
chr1	114739484	114757970		0	-
chr1	115280317	115368263		0	+
chr1	116392247	116418622		0	-
chr1	116401218	116404771		0	+
chr1	119129699	119275973		0	+
chr1	148965464	149020336		0	+
chr1	149006309	149009527		0	-
chr1	145926478	145959179		0	+
chr1	147907603	147916379		0	-
chr1	150508259	150511114		0	+
chr1	150510262	150515615		0	-
chr1	150548564	150558474		0	-
chr1	150557179	150558748		0	+
chr1	151612038	151613363		0	+
chr1	152168162	152445457		0	+
chr1	152313708	152314249		0	-
chr1	152314611	152315493		0	-
chr1	153658654	153661852		0	+
chr1	154156373	154170695		0	-
chr1	154268907	154270850		0	+
chr1	154602138	154608166		0	-
chr1	155188550	155192916		0	-
chr1	155312885	155324177		0	-
chr1	155609339	155610380		0	-
chr1	155612424	155614929		0	-
chr1	155687967	155721567		0	+
chr1	160062488	160079821		0	+
chr1	160139675	160142804		0	+
chr1	160261734	160281892		0	+
chr1	161140988	161159350		0	-
chr1	161166426	161168564		0	+
chr1	161323614	161363187		0	+
chr1	164559204	164563293		0	+
chr1	164651896	164899296		0	+
chr1	165205507	165213091		0	+
chr1	169540713	169541654		0	+
chr1	170460347	170538348		0	-
chr1	172369734	172444048		0	-
chr1	173851285	173869006		0	-
chr1	175287546	175335460		0	+
chr1	179881607	179882595		0	-
chr1	180269654	180275263		0	-
chr1	186308898	186313869		0	+
chr1	193236261	193251145		0	+
chr1	196677601	196713801		0	+
chr1	196819763	196832181		0	+
chr1	197142649	197146535		0	-
chr1	197268204	197478455		0	+
chr1	197437976	197447470		0	-
chr1	198639054	198716729		0	+
chr1	201023931	201043642		0	+
chr1	201070261	201074573		0	-
chr1	201359017	201377723		0	-
chr1	202331677	202333478		0	-
chr1	202590595	202604763		0	+
chr1	202604268	202605294		0	+
chr1	203861642	203870077		0	+
chr1	204162015	204172576		0	-
chr1	204377850	204441167		0	+
chr1	207324581	207359710		0	+
chr1	207473155	207473824		0	+
chr1	207770337	207795503		0	+
chr1	207762926	207879096		0	-
chr1	211671232	211674363		0	-
chr1	215886582	215901465		0	+
chr1	216072465	216086918		0	+
chr1	216194051	216207453		0	+
chr1	220148306	220272430		0	-
chr1	220151096	220154397		0	-
chr1	224389227	224404490		0	-
chr1	228165805	228166065		0	+
chr1	228270443	228274397		0	-
chr1	228274584	228276066		0	-
chr1	230710698	230807962		0	-
chr1	231365045	231420311		0	-
chr1	234607008	234609483		0	+
chr1	235419515	235426983		0	+
chr1	236064360	236066479		0	+
chr1	240177839	240179644		0	-
chr1	240206797	240207939		0	-
chr1	243316267	243318512		0	+
chr1	243426492	243500086		0	+
chr1	244835476	244859006		0	+
chr1	244840243	244857076		0	-
chr10	8054746	8058433		0	+
chr10	11005296	11336671		0	+
chr10	13277805	13300042		0	-
chr10	13587006	13668445		0	+
chr10	15603046	15605748		0	-
chr10	26199309	26212415		0	+
chr10	27240320	27288824		0	+
chr10	27504174	27542237		0	+
chr10	27983152	27995191		0	+
chr10	28583392	28619960		0	+
chr10	29409402	29487856		0	+
chr10	30313279	30322556		0	-
chr10	31166835	31320774		0	-
chr10	31319212	31389709		0	+
chr10	43077260	43100655		0	+
chr10	49419277	49472904		0	+
chr10	49609096	49622166		0	+
chr10	54486230	54656056		0	+
chr10	58385435	58395071		0	+
chr10	60050668	60060743		0	+
chr10	63214896	63264764		0	-
chr10	67539626	67665624		0	-
chr10	69270001	69338693		0	+
chr10	69936761	69966401		0	+
chr10	70883527	70888550		0	-
chr10	71340672	71348114		0	-
chr10	71508153	71511920		0	-
chr10	71706223	71709214		0	-
chr10	71816299	71819543		0	-
chr10	73234817	73242179		0	+
chr10	73232882	73243399		0	-
chr10	73246994	73276984		0	+
chr10	73817533	73825361		0	-
chr10	73841833	73847115		0	+
chr10	74096166	74102547		0	-
chr10	74506081	74530553		0	-
chr10	74825542	74842911		0	+
chr10	74912786	75185057		0	+
chr10	76359556	76557360		0	+
chr10	76888044	76980624		0	+
chr10	77925669	77930242		0	+
chr10	78033760	78040713		0	+
chr10	87863571	87864698		0	-
chr10	87925513	87960939		0	+
chr10	88932390	88940820		0	+
chr10	89430939	89468469		0	+
chr10	92593162	92593420		0	+
chr10	93669683	93700055		0	-
chr10	93777177	93777618		0	+
chr10	95833508	95875553		0	+
chr10	96191699	96271516		0	-
chr10	98417023	98418233		0	-
chr10	98441907	98443190		0	-
chr10	99232842	99239300		0	+
chr10	99927011	99959234		0	+
chr10	100229660	100238773		0	+
chr10	102213963	102257117		0	+
chr10	102830756	102834517		0	+
chr10	103452846	103462696		0	+
chr10	117136284	117169059		0	-
chr10	117238765	117241997		0	-
chr10	117267116	117268668		0	-
chr10	119167699	119178865		0	-
chr10	122990806	123008850		0	-
chr11	637256	637604		0	+
chr11	665910	678392		0	+
chr11	708564	727078		0	-
chr11	793906	796255		0	-
chr11	823634	832884		0	-
chr11	1760348	1762487		0	+
chr11	1840204	1841677		0	+
chr11	1919569	1938699		0	+
chr11	2158720	2168069		0	+
chr11	2170679	2171805		0	-
chr11	2445323	2527976		0	+
chr11	2606134	2699998		0	-
chr11	2840135	2862191		0	-
chr11	2883222	2888566		0	+
chr11	2883641	2884240		0	-
chr11	3029394	3041261		0	+
chr11	3045465	3057364		0	-
chr11	5225467	5227057		0	-
chr11	6544295	6592754		0	-
chr11	6618761	6619765		0	+
chr11	9004088	9067684		0	+
chr11	9758292	9811319		0	+
chr11	16044228	16047438		0	+
chr11	17077730	17207983		0	-
chr11	17493913	17501072		0	-
chr11	18310447	18312621		0	-
chr11	22261209	22262256		0	-
chr11	27506838	27698248		0	+
chr11	30040467	30322986		0	-
chr11	32389058	32396403		0	-
chr11	32434075	32458769		0	+
chr11	46343956	46371090		0	+
chr11	46719210	46720824		0	+
chr11	46846411	46874416		0	+
chr11	47354987	47372838		0	+
chr11	57606044	57614453		0	+
chr11	61345070	61364121		0	+
chr11	61783556	61787759		0	+
chr11	61953979	61957677		0	-
chr11	61955936	61958838		0	-
chr11	62707642	62709205		0	+
chr11	65547792	65553240		0	-
chr11	65655708	65659743		0	-
chr11	65662172	65663078		0	-
chr11	66519181	66521904		0	+
chr11	66700991	66704695		0	-
chr11	68039779	68042821		0	+
chr11	68050284	68053762		0	+
chr11	68167126	68213745		0	-
chr11	70463390	70512634		0	+
chr11	70487524	70489027		0	+
chr11	72163322	72209242		0	-
chr11	72192130	72192341		0	+
chr11	72301790	72302966		0	+
chr11	72354516	72363556		0	+
chr11	72584564	72587980		0	+
chr11	73963657	73970288		0	-
chr11	74103412	74106399		0	-
chr11	74158330	74170829		0	-
chr11	74397549	74485743		0	+
chr11	77322017	77411952		0	-
chr11	78100947	78139594		0	-
chr11	78324758	78444049		0	+
chr11	78435971	78574864		0	-
chr11	86302211	86345943		0	+
chr11	86800619	86951831		0	+
chr11	89284754	89284982		0	+
chr11	95821710	95822821		0	-
chr11	102605154	102687655		0	+
chr11	108097752	108121685		0	-
chr11	108227610	108253996		0	+
chr11	108267340	108271352		0	+
chr11	108510341	108517615		0	+
chr11	108514730	108593758		0	-
chr11	112037324	112063283		0	+
chr11	116836117	116855730		0	+
chr11	117818408	117825758		0	+
chr11	117820136	117824727		0	-
chr11	118339074	118342744		0	-
chr11	118344386	118353332		0	-
chr11	118474088	118474329		0	-
chr11	118481988	118484315		0	+
chr11	118484905	118490173		0	+
chr11	118511911	118531141		0	-
chr11	119025418	119027685		0	-
chr11	123188802	123228277		0	+
chr11	124759129	124772741		0	+
chr11	124876435	124881465		0	+
chr11	124883691	124887790		0	+
chr11	125094370	125111763		0	-
chr11	126294298	126304318		0	-
chr11	126339005	126355588		0	-
chr11	128839771	128840075		0	-
chr11	134258105	134276360		0	-
chr12	861172	885091		0	+
chr12	1917848	1922868		0	+
chr12	2512925	2566509		0	+
chr12	2603350	2607440		0	-
chr12	2676001	2691201		0	-
chr12	4909867	5026012		0	+
chr12	6333797	6342005		0	-
chr12	6363501	6370801		0	+
chr12	6439001	6451928		0	-
chr12	6530184	6533746		0	-
chr12	6568382	6584740		0	+
chr12	8604286	8607020		0	-
chr12	8654425	8669012		0	+
chr12	8776219	8830948		0	-
chr12	12611897	12642480		0	+
chr12	13582057	13621712		0	+
chr12	14567479	14661177		0	+
chr12	14665636	14787500		0	+
chr12	14881892	14885864		0	-
chr12	18714795	18737878		0	+
chr12	21131207	21197162		0	+
chr12	21662313	21766706		0	+
chr12	21827210	21887958		0	+
