UID	Lncbook_id	Noncode_id	chr	start	end	strand
ELH001657	HSALNG0130521	N.A.	chr20	47065681	47117924	-
ELH001664	HSALNG0130793	NONHSAG082023.1	chr20	50629965	50691507	-
ELH001685	HSALNG0132382	NONHSAG032560.3	chr21	25560399	26043732	+
ELH001689	HSALNG0132811	NONHSAG032724.2	chr21	33903454	33915854	-
ELH001690	HSALNG0132836	NONHSAG083153.1	chr21	34353037	34376078	-
ELH001694	HSALNG0132850	N.A.	chr21	34445107	34446735	+
ELH001696	HSALNG0132852	N.A.	chr21	34481500	34511243	-
ELH001698	HSALNG0132874	N.A.	chr21	34835270	34885517	+
ELH001700	HSALNG0132875	N.A.	chr21	34856432	34867226	+
ELH001701	HSALNG0132877	NONHSAG032748.3	chr21	34887046	36004667	-
ELH001702	HSALNG0132879	NONHSAG032750.2	chr21	34941817	34945040	-
ELH001705	HSALNG0133377	NONHSAG082950.2	chr21	43040219	43113335	+
ELH001756	HSALNG0134844	N.A.	chr22	29644769	29655472	-
ELH001764	HSALNG0135297	NONHSAG033862.2	chr22	37290733	37337811	-
ELH001769	HSALNG0135383	N.A.	chr22	38113538	38114543	-
ELH001770	HSALNG0135384	N.A.	chr22	38119720	38126755	-
ELH001772	HSALNG0135388	NONHSAG083734.1	chr22	38130216	38218575	+
ELH001778	HSALNG0135614	NONHSAG034006.3	chr22	41169190	41197510	-
ELH001782	HSALNG0136013	NONHSAG084038.1	chr22	46227989	46688188	-
ELH002621	HSALNG0136755	N.A.	chrX	14834479	14843502	+
ELH002622	HSALNG0136756	N.A.	chrX	14859208	14862434	-
ELH002636	HSALNG0136858	NONHSAG115114.1	chrX	17625691	17737080	-
ELH002639	HSALNG0137217	N.A.	chrX	31092108	31266393	+
ELH002641	HSALNG0137219	NONHSAG054213.2	chrX	31223030	31266952	-
ELH002643	HSALNG0137220	N.A.	chrX	31350662	31367841	+
ELH002645	HSALNG0137222	N.A.	chrX	31677621	31681880	+
ELH002648	HSALNG0137226	NONHSAG103341.1	chrX	32490678	32501953	+
ELH002649	HSALNG0137227	N.A.	chrX	32568290	32575076	+
ELH002650	HSALNG0137233	N.A.	chrX	33210845	33211119	-
ELH002652	HSALNG0137471	NONHSAG054301.2	chrX	41338412	41348022	-
ELH002664	HSALNG0138332	N.A.	chrX	67442778	67545729	-
ELH002666	HSALNG0138451	NONHSAG103800.1	chrX	71100118	71114917	-
ELH002667	HSALNG0138454	NONHSAG054716.2	chrX	71122734	71126456	-
ELH002669	HSALNG0138457	N.A.	chrX	71138427	71140755	+
ELH002606	HSALNG0139494	NONHSAG055092.2	chrX	109622220	109629579	+
ELH002608	HSALNG0139649	NONHSAG103536.1	chrX	115639371	115645479	+
ELH002613	HSALNG0140204	NONHSAG103591.1	chrX	133434668	133599091	+
ELH002614	HSALNG0140223	N.A.	chrX	134354671	134418402	-
ELH002617	HSALNG0140319	NONHSAG055397.2	chrX	136207776	136209947	+
ELH002623	HSALNG0140763	NONHSAG055546.2	chrX	153494953	153509546	+
ELH002626	HSALNG0140789	NONHSAG055558.3	chrX	153735626	153766949	-
ELH002628	HSALNG0140812	NONHSAG103937.1	chrX	153950053	153951130	-
ELH002629	HSALNG0140825	NONHSAG055577.2	chrX	154032374	154137103	-
ELH002631	HSALNG0140837	N.A.	chrX	154348767	154349359	+
ELH002632	HSALNG0140838	NONHSAG055583.2	chrX	154354634	154358215	-
ELH002633	HSALNG0140839	N.A.	chrX	154367923	154368412	+
ELH002634	HSALNG0140879	NONHSAG115257.1	chrX	154760292	154763533	-
ELH000025	HSALNG0141839	N.A.	chr1	114401443	114411092	+
ELH000112	HSALNG0141986	N.A.	chr1	200617080	200654164	+
ELH000056	HSALNG0142348	N.A.	chr1	152675343	152826125	-
ELH000411	HSALNG0142952	N.A.	chr11	32410186	32416492	+
ELH000392	HSALNG0143101	N.A.	chr11	128891425	128904446	+
ELH000456	HSALNG0143124	N.A.	chr11	6606160	6610135	-
ELH000576	HSALNG0143406	N.A.	chr12	47980657	47982875	+
ELH000577	HSALNG0143407	N.A.	chr12	47996599	47998004	+
ELH000612	HSALNG0143656	N.A.	chr12	64099415	64130539	-
ELH000674	HSALNG0143846	N.A.	chr13	52368032	52425242	+
ELH000636	HSALNG0144021	N.A.	chr13	100275055	100540274	-
ELH000761	HSALNG0144125	N.A.	chr14	75970924	75971587	+
ELH000778	HSALNG0144148	N.A.	chr14	94378373	94383282	+
ELH000706	HSALNG0144192	N.A.	chr14	20474789	20477089	-
ELH000731	HSALNG0144216	N.A.	chr14	36473207	36519538	-
ELH000770	HSALNG0144268	N.A.	chr14	90395132	90405235	-
ELH000793	HSALNG0144496	N.A.	chr15	33137649	33139424	-
ELH000853	HSALNG0144611	N.A.	chr15	90811528	90815544	-
ELH000880	HSALNG0144633	N.A.	chr16	164587	173801	+
ELH000871	HSALNG0144830	N.A.	chr16	153719	177187	-
ELH000865	HSALNG0144863	N.A.	chr16	13919346	13920130	-
ELH000901	HSALNG0144894	N.A.	chr16	28980061	29039079	-
ELH000964	HSALNG0144958	N.A.	chr16	75541399	75608445	-
ELH001003	HSALNG0144979	N.A.	chr16	89113175	89115279	-
ELH001016	HSALNG0144982	N.A.	chr16	89919827	89923173	-
ELH001072	HSALNG0145049	N.A.	chr17	35818399	35823713	+
ELH001176	HSALNG0145155	N.A.	chr17	75271386	75274928	+
ELH001036	HSALNG0145250	N.A.	chr17	28530241	28535223	-
ELH001148	HSALNG0145336	N.A.	chr17	58724109	58756105	-
ELH001334	HSALNG0145724	N.A.	chr19	33301279	33301940	+
ELH001411	HSALNG0145835	N.A.	chr19	6461098	6504450	-
ELH001284	HSALNG0145849	N.A.	chr19	11010917	11016011	-
ELH001348	HSALNG0145921	N.A.	chr19	38525613	38528555	-
ELH001372	HSALNG0145953	N.A.	chr19	46604708	46605826	-
ELH001607	HSALNG0146125	N.A.	chr2	69802441	70001734	+
ELH001624	HSALNG0146165	N.A.	chr2	96208403	96254237	+
ELH001471	HSALNG0146268	N.A.	chr2	174348484	174349939	+
ELH001483	HSALNG0146274	N.A.	chr2	178554561	178558966	+
ELH001487	HSALNG0146275	N.A.	chr2	178578790	178580906	+
ELH001577	HSALNG0146459	N.A.	chr2	43758410	43932122	-
ELH001503	HSALNG0146675	N.A.	chr2	188997157	188997727	-
ELH001504	HSALNG0146676	N.A.	chr2	188998431	188998725	-
ELH001539	HSALNG0146720	N.A.	chr2	219425071	219426626	-
ELH001653	HSALNG0146782	N.A.	chr20	4646354	4728462	+
ELH001692	HSALNG0147072	N.A.	chr21	34363676	34433016	+
ELH001749	HSALNG0147379	N.A.	chr22	23796498	23813213	-
ELH001893	HSALNG0147535	N.A.	chr3	59946538	59957536	+
ELH001903	HSALNG0147744	N.A.	chr3	8689163	8745025	-
ELH001868	HSALNG0147770	N.A.	chr3	30621347	30671791	-
ELH001797	HSALNG0147900	N.A.	chr3	119399728	119401814	-
ELH001821	HSALNG0147930	N.A.	chr3	133594434	133668254	-
ELH001940	HSALNG0148026	N.A.	chr4	1706745	1733788	+
ELH001948	HSALNG0148068	N.A.	chr4	26358464	26435291	+
ELH001978	HSALNG0148145	N.A.	chr4	88760642	88784082	+
ELH001933	HSALNG0148489	N.A.	chr4	168488509	168530765	-
ELH001934	HSALNG0148490	N.A.	chr4	168650152	168677325	-
ELH001993	HSALNG0148531	N.A.	chr5	1252006	1255976	+
ELH002068	HSALNG0148859	N.A.	chr5	53560416	53560937	-
ELH002006	HSALNG0148974	N.A.	chr5	134863826	134896917	-
ELH002023	HSALNG0149002	N.A.	chr5	151236414	151272765	-
ELH002026	HSALNG0149005	N.A.	chr5	154474971	154482675	-
ELH002162	HSALNG0149108	N.A.	chr6	26060353	26182607	+
ELH002195	HSALNG0149158	N.A.	chr6	44306943	44308325	+
ELH002211	HSALNG0149453	N.A.	chr6	75877241	75924546	-
ELH002314	HSALNG0149668	N.A.	chr7	55029389	55045239	+
ELH002350	HSALNG0149728	N.A.	chr7	82341205	82354347	+
ELH002244	HSALNG0150042	N.A.	chr7	117560733	117564676	-
ELH002438	HSALNG0150172	N.A.	chr8	30041851	30128785	+
ELH002453	HSALNG0150211	N.A.	chr8	56073057	56073259	+
ELH002376	HSALNG0150485	N.A.	chr8	120797547	120804227	-
ELH002563	HSALNG0150644	N.A.	chr9	78319902	78513392	+
ELH002523	HSALNG0151004	N.A.	chr9	134770651	134775671	-
ELH002644	HSALNG0151067	N.A.	chrX	31564026	31606348	+
ELH002635	HSALNG0151286	N.A.	chrX	154775271	154776276	-
ELH000129	HSALNG0001461	NONHSAG000579.3	chr1	20642657	20652193	-
ELH000134	N.A.	NONHSAG000603.2	chr1	21440050	21455432	+
ELH000190	HSALNG0002366	NONHSAG000967.2	chr1	32986952	33032469	+
ELH000207	HSALNG0003395	NONHSAG001375.3	chr1	47380715	47437695	-
ELH000228	N.A.	NONHSAG002056.2	chr1	91682717	91712276	-
ELH000231	N.A.	NONHSAG002058.2	chr1	91796910	91886107	-
ELH000235	HSALNG0005347	NONHSAG002134.2	chr1	94982723	95072951	-
ELH000238	HSALNG0005351	NONHSAG002135.2	chr1	95061596	95067546	+
ELH000024	HSALNG0006220	NONHSAG002490.2	chr1	114399559	114427782	-
ELH000043	HSALNG0006799	NONHSAG002731.2	chr1	147258885	147517875	-
ELH000070	N.A.	NONHSAG003156.2	chr1	157526625	157697947	+
ELH000100	N.A.	NONHSAG003820.2	chr1	193236261	193251145	+
ELH000103	N.A.	NONHSAG003874.2	chr1	198639054	198716729	+
ELH000114	HSALNG0009615	NONHSAG003911.3	chr1	201023931	201043642	+
ELH000118	N.A.	NONHSAG003912.2	chr1	201070261	201074573	-
ELH000139	HSALNG0010602	NONHSAG004303.3	chr1	218344160	218346129	-
ELH000162	N.A.	NONHSAG004714.2	chr1	235419515	235426983	+
ELH000297	HSALNG0075836	NONHSAG005084.2	chr10	4993333	4997381	+
ELH000274	HSALNG0076494	NONHSAG005339.2	chr10	18513115	18545651	-
ELH000276	N.A.	NONHSAG005377.2	chr10	21534300	21673691	+
ELH000283	N.A.	NONHSAG005699.2	chr10	43077260	43100655	+
ELH000294	HSALNG0077878	NONHSAG005866.2	chr10	49419277	49472904	+
ELH000301	HSALNG0077984	NONHSAG005913.3	chr10	50990969	50991721	-
ELH000305	HSALNG0077999	NONHSAG005920.3	chr10	52194150	52425415	-
ELH000309	N.A.	NONHSAG006007.2	chr10	63168065	63191060	-
ELH000313	HSALNG0078452	NONHSAG006049.2	chr10	66079243	66121045	+
ELH000317	N.A.	NONHSAG006054.2	chr10	67539626	67665624	-
ELH000321	N.A.	NONHSAG006163.2	chr10	71816299	71819543	-
ELH000337	N.A.	NONHSAG006454.2	chr10	87863571	87864698	-
ELH000339	N.A.	NONHSAG006457.2	chr10	87925513	87960939	+
ELH000342	HSALNG0079547	NONHSAG006474.2	chr10	88932390	88940820	+
ELH000248	HSALNG0080321	NONHSAG006763.2	chr10	102830756	102834517	+
ELH000402	N.A.	NONHSAG007430.2	chr11	2445323	2527976	+
ELH000403	HSALNG0082235	NONHSAG007431.3	chr11	2606134	2699998	-
ELH000405	HSALNG0082241	NONHSAG007434.2	chr11	2840135	2862191	-
ELH000457	N.A.	NONHSAG007538.2	chr11	6608667	6610135	-
ELH000410	N.A.	NONHSAG007983.2	chr11	32389058	32396403	-
ELH000412	HSALNG0083476	NONHSAG007984.3	chr11	32434075	32458769	+
ELH000428	HSALNG0084011	NONHSAG008220.3	chr11	46846411	46874416	+
ELH000473	HSALNG0085520	NONHSAG008966.3	chr11	72014291	72038409	+
ELH000477	HSALNG0085692	NONHSAG009059.2	chr11	74397549	74485743	+
ELH000480	HSALNG0085699	NONHSAG009062.2	chr11	74455348	74456826	+
ELH000356	HSALNG0086991	NONHSAG009544.2	chr11	108227610	108253996	+
ELH000358	N.A.	NONHSAG009546.2	chr11	108267340	108271352	+
ELH000362	N.A.	NONHSAG009613.2	chr11	112037324	112063283	+
ELH000366	HSALNG0087228	NONHSAG009636.2	chr11	112959279	112963460	-
ELH000369	N.A.	NONHSAG009747.2	chr11	118133377	118145469	-
ELH000375	N.A.	NONHSAG009757.2	chr11	118344386	118353332	-
ELH000386	N.A.	NONHSAG009950.2	chr11	125094370	125111763	-
ELH000388	HSALNG0087966	NONHSAG009968.2	chr11	125824517	125887572	-
ELH000548	N.A.	NONHSAG010184.2	chr12	2220282	2223481	-
ELH000550	HSALNG0088587	NONHSAG010186.2	chr12	2269776	2317866	+
ELH000552	N.A.	NONHSAG010189.2	chr12	2512925	2566509	+
ELH000559	HSALNG0088597	NONHSAG010193.2	chr12	2668500	2672221	-
ELH000560	N.A.	NONHSAG010194.2	chr12	2676001	2691201	-
ELH000617	N.A.	NONHSAG010348.2	chr12	6914450	6923696	+
ELH000621	N.A.	NONHSAG010375.2	chr12	7471177	7482979	-
ELH000624	HSALNG0089084	NONHSAG010416.2	chr12	8654425	8669012	+
ELH000544	HSALNG0089777	NONHSAG010657.2	chr12	21662313	21766706	+
ELH000546	N.A.	NONHSAG010658.2	chr12	21827210	21887958	+
ELH000578	N.A.	NONHSAG011057.2	chr12	48776048	48776462	-
ELH000607	HSALNG0091909	NONHSAG011518.2	chr12	63808582	63822156	-
ELH000610	HSALNG0091918	NONHSAG011524.2	chr12	64038562	64097619	-
ELH000627	HSALNG0092886	NONHSAG011854.2	chr12	88055198	88059058	+
ELH000501	HSALNG0093515	NONHSAG012076.2	chr12	101594971	101692681	+
ELH000502	HSALNG0093518	NONHSAG012077.2	chr12	101646720	101664492	-
ELH000513	N.A.	NONHSAG012293.2	chr12	110910853	110914238	-
ELH000516	N.A.	NONHSAG012303.2	chr12	111447661	111451980	-
ELH000518	N.A.	NONHSAG012339.2	chr12	112482087	112486628	+
ELH000526	HSALNG0094549	NONHSAG012534.3	chr12	120888869	120980931	-
ELH000654	N.A.	NONHSAG013060.2	chr13	26337567	26400515	+
ELH000655	N.A.	NONHSAG013095.2	chr13	28014486	28023421	-
ELH000660	N.A.	NONHSAG013109.2	chr13	28701398	28718957	-
ELH000666	HSALNG0096978	NONHSAG013475.3	chr13	48286978	48303701	-
ELH000673	N.A.	NONHSAG013568.2	chr13	52132643	52159861	-
ELH000684	N.A.	NONHSAG013917.2	chr13	88142867	88236082	+
ELH000641	N.A.	NONHSAG014112.2	chr13	102851199	102856068	+
ELH000707	N.A.	NONHSAG014372.2	chr14	20474789	20477089	-
ELH000708	N.A.	NONHSAG014373.2	chr14	20476489	20477087	+
ELH000715	N.A.	NONHSAG014496.2	chr14	23412738	23435638	-
ELH000730	N.A.	NONHSAG014730.2	chr14	36473207	36519521	-
ELH000742	HSALNG0101939	NONHSAG015234.2	chr14	65082034	65101560	+
ELH000762	N.A.	NONHSAG015505.2	chr14	75970924	75971587	+
ELH000766	N.A.	NONHSAG015591.2	chr14	81107033	81170414	-
ELH000772	N.A.	NONHSAG015692.2	chr14	90402523	90405235	-
ELH000812	HSALNG0105746	NONHSAG016822.3	chr15	48289906	48331856	-
ELH000816	N.A.	NONHSAG016893.2	chr15	51377285	51385397	+
ELH000821	N.A.	NONHSAG017238.2	chr15	67165344	67181311	+
ELH000828	HSALNG0107052	NONHSAG017344.2	chr15	72278867	72351794	+
ELH000831	N.A.	NONHSAG017347.2	chr15	72376113	72378788	+
ELH000833	HSALNG0107058	NONHSAG017349.3	chr15	72407778	72475168	-
ELH000835	N.A.	NONHSAG017377.2	chr15	73368272	73368914	-
ELH000843	HSALNG0107704	NONHSAG017666.2	chr15	82647767	82692820	+
ELH000881	N.A.	NONHSAG018159.2	chr16	172892	173704	-
ELH000926	N.A.	NONHSAG018414.2	chr16	3564685	3588670	+
ELH000924	HSALNG0109175	NONHSAG018415.2	chr16	3551781	3583266	+
ELH000930	N.A.	NONHSAG018420.2	chr16	3660742	3665472	+
ELH000933	N.A.	NONHSAG018461.2	chr16	4696512	4734162	-
ELH000873	N.A.	NONHSAG018707.2	chr16	15703947	15724802	-
ELH000875	HSALNG0109828	NONHSAG018709.3	chr16	15721637	15734499	+
ELH000878	N.A.	NONHSAG018711.2	chr16	15741151	15741791	+
ELH000940	N.A.	NONHSAG019493.2	chr16	54113058	54114466	+
ELH000942	N.A.	NONHSAG019569.2	chr16	57450785	57452836	+
ELH000948	N.A.	NONHSAG019711.2	chr16	67066692	67100372	+
ELH000950	N.A.	NONHSAG019767.2	chr16	67842683	67843149	+
ELH000952	HSALNG0112314	NONHSAG019813.3	chr16	68812586	68823526	-
ELH000954	N.A.	NONHSAG019814.2	chr16	68834627	68835542	+
ELH000971	N.A.	NONHSAG020064.2	chr16	79013787	79212666	+
ELH000972	N.A.	NONHSAG020066.2	chr16	79207718	79229453	-
ELH000976	HSALNG0112968	NONHSAG020091.2	chr16	81053498	81087651	-
ELH000999	N.A.	NONHSAG020304.2	chr16	88731180	88741425	+
ELH001002	N.A.	NONHSAG020321.2	chr16	89113175	89115279	-
ELH001012	N.A.	NONHSAG020374.3	chr16	89898303	89923173	-
ELH001194	HSALNG0114335	NONHSAG020729.2	chr17	7674930	7687482	-
ELH001197	N.A.	NONHSAG020731.2	chr17	7688350	7688561	+
ELH001218	N.A.	NONHSAG020760.2	chr17	8224821	8225480	-
ELH001219	N.A.	NONHSAG020762.2	chr17	8234916	8237548	-
ELH001221	N.A.	NONHSAG020771.2	chr17	8314349	8321067	-
ELH001021	HSALNG0114686	NONHSAG020869.3	chr17	13756077	14069495	-
ELH001053	HSALNG0115678	NONHSAG021431.3	chr17	31090624	31095490	-
ELH001055	N.A.	NONHSAG021432.2	chr17	31133182	31331946	+
ELH001058	N.A.	NONHSAG021433.2	chr17	31232070	31273617	-
ELH001070	HSALNG0115978;HSALNG0115980	NONHSAG021566.2	chr17	35816717	35830293	-
ELH001071	N.A.	NONHSAG021567.2	chr17	35818399	35823713	+
ELH001076	HSALNG0116119	NONHSAG021638.3	chr17	37609580	37689790	+
ELH001079	HSALNG0116127	NONHSAG021641.2	chr17	37741401	37748677	+
ELH001095	N.A.	NONHSAG021820.2	chr17	42314872	42323319	-
ELH001103	N.A.	NONHSAG021873.2	chr17	43079302	43079780	+
ELH001106	HSALNG0116616	NONHSAG021874.3	chr17	43125583	43153670	+
ELH001118	HSALNG0117101	NONHSAG022078.2	chr17	48543551	48606415	+
ELH001126	HSALNG0117177	NONHSAG022125.3	chr17	49361161	49476988	+
ELH001128	HSALNG0117179	NONHSAG022127.2	chr17	49404053	49413272	+
ELH001144	HSALNG0117711	NONHSAG022327.3	chr17	58324561	58415766	+
ELH001147	N.A.	NONHSAG022339.2	chr17	58692573	58695380	+
ELH001167	N.A.	NONHSAG022597.2	chr17	68512001	68522841	+
ELH001177	N.A.	NONHSAG022743.3	chr17	75271386	75275503	+
ELH001227	HSALNG0120305	NONHSAG023494.2	chr18	21380286	21451017	-
ELH001242	HSALNG0120611	NONHSAG023614.3	chr18	27921604	27966691	+
ELH001246	HSALNG0120718	NONHSAG023630.3	chr18	31101355	31175412	+
ELH001251	HSALNG0120728	NONHSAG023633.3	chr18	31327575	31426988	-
ELH001253	HSALNG0120735	NONHSAG023635.2	chr18	31542146	31556911	-
ELH001265	HSALNG0121611	NONHSAG023885.2	chr18	53480835	53568283	-
ELH001268	HSALNG0121826	NONHSAG023964.2	chr18	58672613	58752730	-
ELH001306	N.A.	NONHSAG024361.2	chr19	1383527	1395584	+
ELH001308	HSALNG0123021	NONHSAG024362.3	chr19	1385159	1389651	-
ELH001418	N.A.	NONHSAG024681.2	chr19	8101143	8472191	-
ELH001280	N.A.	NONHSAG024809.2	chr19	10385806	10933533	+
ELH001283	N.A.	NONHSAG024810.2	chr19	11010917	11016011	-
ELH001288	N.A.	NONHSAG024818.3	chr19	11203545	11216168	+
ELH001310	HSALNG0124349	NONHSAG024979.2	chr19	14939434	16638095	+
ELH001326	N.A.	NONHSAG025185.2	chr19	19516242	19528199	+
ELH001333	N.A.	NONHSAG025483.2	chr19	33299934	33302524	+
ELH001347	N.A.	NONHSAG025741.2	chr19	38499112	38499947	+
ELH001349	N.A.	NONHSAG025743.2	chr19	38526954	38528555	-
ELH001350	N.A.	NONHSAG025744.2	chr19	38535516	38537245	-
ELH001371	HSALNG0126602	NONHSAG026053.3	chr19	45764785	45779526	+
ELH001373	N.A.	NONHSAG026089.2	chr19	46605817	46610779	+
ELH001375	HSALNG0126695	NONHSAG026091.2	chr19	46608985	46610873	-
ELH001376	N.A.	NONHSAG026103.2	chr19	46748026	46777430	+
ELH001383	N.A.	NONHSAG026205.2	chr19	48955667	48961011	+
ELH001407	HSALNG0127986	NONHSAG026737.2	chr19	58499491	58512413	+
ELH001462	HSALNG0013206	NONHSAG027075.3	chr2	15920772	15942249	-
ELH001552	HSALNG0013707	NONHSAG027276.2	chr2	26194219	26196447	+
ELH001564	HSALNG0013929	NONHSAG027374.2	chr2	29319322	29327492	+
ELH001586	N.A.	NONHSAG027694.2	chr2	47412533	47429883	+
ELH001597	N.A.	NONHSAG027837.2	chr2	58213499	58229815	-
ELH001442	N.A.	NONHSAG028996.2	chr2	113127689	113133249	+
ELH001467	N.A.	NONHSAG029830.2	chr2	172427774	172428604	-
ELH001473	HSALNG0020501	NONHSAG029873.2	chr2	174547141	174774828	+
ELH001484	N.A.	NONHSAG029958.3	chr2	178554561	178567746	+
ELH001486	N.A.	NONHSAG029960.2	chr2	178578790	178580906	+
ELH001490	HSALNG0020721	NONHSAG029964.2	chr2	178641272	178696072	-
ELH001493	HSALNG0020723	NONHSAG029965.2	chr2	178723457	178727046	+
ELH001505	N.A.	NONHSAG030072.2	chr2	189001416	189012278	+
ELH001507	N.A.	NONHSAG030074.2	chr2	189057318	189080019	-
ELH001514	N.A.	NONHSAG030244.2	chr2	201258120	201272725	+
ELH001515	N.A.	NONHSAG030258.2	chr2	201624129	201629784	-
ELH001519	N.A.	NONHSAG030279.2	chr2	202376327	202470342	+
ELH001529	HSALNG0022054	NONHSAG030440.3	chr2	214809183	214969553	+
ELH001533	HSALNG0022253;HSALNG0022254	NONHSAG030525.3	chr2	218363912	218399644	-
ELH001538	N.A.	NONHSAG030582.2	chr2	219425071	219426184	-
ELH001536	HSALNG0022378	NONHSAG030583.2	chr2	219418748	219426737	+
ELH001543	N.A.	NONHSAG030738.2	chr2	230494446	230542903	+
ELH001544	N.A.	NONHSAG030742.2	chr2	230520594	230580006	-
ELH001631	N.A.	NONHSAG031261.2	chr20	10645199	10646366	-
ELH001643	N.A.	NONHSAG031584.2	chr20	31664461	31723926	-
ELH001651	N.A.	NONHSAG031853.2	chr20	44981881	44995161	+
ELH001675	N.A.	NONHSAG032302.2	chr20	63695340	63696412	-
ELH001693	N.A.	NONHSAG032735.2	chr21	34370520	34375766	-
ELH001695	N.A.	NONHSAG032737.2	chr21	34449374	34459595	-
ELH001745	HSALNG0134383	NONHSAG033459.2	chr22	23182045	23253833	+
ELH001755	N.A.	NONHSAG033645.2	chr22	29603575	29668018	+
ELH001763	N.A.	NONHSAG033810.2	chr22	35744078	35809899	-
ELH001765	HSALNG0135297	NONHSAG033862.2	chr22	37291178	37335523	-
ELH001777	HSALNG0135614	NONHSAG034006.3	chr22	41169190	41197499	-
ELH001791	N.A.	NONHSAG034417.2	chr3	10081321	10108231	-
ELH001792	N.A.	NONHSAG034418.2	chr3	10141802	10142014	+
ELH001869	N.A.	NONHSAG034676.2	chr3	30650420	30671815	+
ELH001874	N.A.	NONHSAG034801.2	chr3	38609761	38622442	-
ELH001875	N.A.	NONHSAG034845.2	chr3	41220847	41225051	-
ELH001890	N.A.	NONHSAG035262.2	chr3	57756275	57858155	+
ELH001897	N.A.	NONHSAG035382.2	chr3	69763812	69879383	-
ELH001904	HSALNG0027333	NONHSAG035531.2	chr3	93980220	94036736	+
ELH001802	HSALNG0028546	NONHSAG035914.3	chr3	123584697	123660960	+
ELH001803	N.A.	NONHSAG035916.2	chr3	123620248	123620516	-
ELH001808	N.A.	NONHSAG035923.2	chr3	123752478	123831483	-
ELH001817	N.A.	NONHSAG036054.2	chr3	129436715	129440017	-
ELH001819	HSALNG0029035	NONHSAG036115.2	chr3	132722342	132874223	+
ELH001841	N.A.	NONHSAG036615.2	chr3	169764463	169765060	-
ELH001844	HSALNG0030867	NONHSAG036718.2	chr3	177025257	177050114	-
ELH001907	N.A.	NONHSAG037241.3	chr4	1024906	1026898	-
ELH001952	HSALNG0034066	NONHSAG037827.2	chr4	41748293	41824120	+
ELH001954	HSALNG0034261	NONHSAG037891.2	chr4	47913806	47990737	+
ELH001958	HSALNG0034438	NONHSAG037946.2	chr4	53496400	53549579	+
ELH001966	HSALNG0034789	NONHSAG038060.2	chr4	64276473	64409340	-
ELH001969	N.A.	NONHSAG038162.2	chr4	73076175	73078887	-
ELH001974	N.A.	NONHSAG038344.2	chr4	83469024	83523348	-
ELH001909	N.A.	NONHSAG038561.3	chr4	105168197	105352948	-
ELH001917	N.A.	NONHSAG038675.2	chr4	112979590	113071962	-
ELH001924	N.A.	NONHSAG039037.2	chr4	145642336	145650624	-
ELH001925	N.A.	NONHSAG039038.2	chr4	145657252	145660034	+
ELH001937	HSALNG0038449	NONHSAG039295.2	chr4	168894484	169010252	-
ELH002052	HSALNG0039429	NONHSAG039620.3	chr5	254374	271517	-
ELH002061	N.A.	NONHSAG040241.2	chr5	39383046	39393355	-
ELH002074	N.A.	NONHSAG040481.2	chr5	60945229	61073191	+
ELH002082	HSALNG0042447	NONHSAG040601.3	chr5	69113112	69159496	-
ELH002087	N.A.	NONHSAG040700.2	chr5	73447689	73448005	-
ELH002092	N.A.	NONHSAG040859.2	chr5	80654359	80654946	+
ELH002096	HSALNG0043145	NONHSAG040909.2	chr5	83509878	83581321	-
ELH002101	N.A.	NONHSAG040945.2	chr5	87268011	87268774	+
ELH001986	HSALNG0044175	NONHSAG041256.2	chr5	112707534	112775653	+
ELH001989	N.A.	NONHSAG041257.2	chr5	112828835	112837844	+
ELH001997	HSALNG0044728	NONHSAG041480.2	chr5	128339387	128369342	+
ELH002002	N.A.	NONHSAG041528.2	chr5	132603310	132605028	+
ELH002004	HSALNG0044864	NONHSAG041529.2	chr5	132630589	132664273	-
ELH002007	HSALNG0044998	NONHSAG041592.2	chr5	134888139	134901510	+
ELH002010	HSALNG0045290;HSALNG0045294	NONHSAG041716.3	chr5	140072857	140114769	-
ELH002016	HSALNG0045612	NONHSAG041844.2	chr5	146099406	146120413	+
ELH002029	N.A.	NONHSAG042033.2	chr5	157104788	157114900	+
ELH002035	N.A.	NONHSAG042132.2	chr5	163437761	163445015	+
ELH002037	HSALNG0046325	NONHSAG042138.2	chr5	163482604	163494058	-
ELH002038	N.A.	NONHSAG042218.2	chr5	171400310	171401350	+
ELH002168	HSALNG0047545;HSALNG0047549	NONHSAG042722.3	chr6	2985298	3024771	-
ELH002169	HSALNG0047547	NONHSAG042724.2	chr6	2993065	3022800	+
ELH002209	HSALNG0047891	NONHSAG042957.3	chr6	7539834	7543117	-
ELH002191	HSALNG0050030	NONHSAG043770.3	chr6	41496105	41548621	-
ELH002218	N.A.	NONHSAG044406.2	chr6	96548630	96694427	-
ELH002219	HSALNG0052167	NONHSAG044429.2	chr6	98873725	98948006	-
ELH002119	HSALNG0052830	NONHSAG044624.2	chr6	112116233	112166476	+
ELH002130	HSALNG0053237	NONHSAG044751.2	chr6	123389421	123510241	+
ELH002145	HSALNG0054374	NONHSAG045163.2	chr6	151656692	151807981	+
ELH002146	HSALNG0054382	NONHSAG045166.2	chr6	151842603	152094551	+
ELH002286	HSALNG0055503	NONHSAG046722.3	chr7	180701	194181	-
ELH002320	HSALNG0058166	NONHSAG047620.3	chr7	55171673	55213723	-
ELH002336	N.A.	NONHSAG047951.2	chr7	74028158	74070180	+
ELH002344	HSALNG0059132	NONHSAG048057.3	chr7	77477984	77697068	-
